Á¾¸ñÄÚµå,Á¾¸ñ¸í,½ÃÀå±¸ºÐ,¼Ò¼ÓºÎ,Á¾°¡,´ëºñ,µî¶ô·ü,½Ã°¡,°í°¡,Àú°¡,°Å·¡·®,°Å·¡´ë±Ý,½Ã°¡ÃÑ¾×,»óÀåÁÖ½Ä¼ö
"009320","´ë¿ìºÎÇ°","KOSPI",,"2660","10","0.38","2665","2685","2610","571143","1515728180","126739357500","47646375"
"042660","´ë¿ìÁ¶¼±ÇØ¾ç","KOSPI",,"27200","-850","-3.03","28000","28300","27050","398852","10941148150","2918306196800","107290669"
"003090","´ë¿õ","KOSPI",,"35650","-650","-1.79","36300","36300","35400","115446","4120935150","2072761587000","58141980"
"069620","´ë¿õÁ¦¾à","KOSPI",,"164000","-2000","-1.20","164500","166000","162000","45529","7451525500","1900198300000","11586575"
"007680","´ë¿ø","KOSDAQ","¿ì·®±â¾÷ºÎ","10450","-50","-0.48","10500","10550","10300","38112","395912350","140515653300","13446474"
"000430","´ë¿ø°­¾÷","KOSPI",,"4560","90","2.01","4470","4600","4425","990322","4488005600","282720000000","62000000"
"048910","´ë¿ø¹Ìµð¾î","KOSDAQ","º¥Ã³±â¾÷ºÎ","33000","1050","3.29","31950","34300","31900","168615","5618922400","415105218000","12578946"
"005710","´ë¿ø»ê¾÷","KOSDAQ","¿ì·®±â¾÷ºÎ","7240","90","1.26","7150","7280","7120","26107","187842730","145072224000","20037600"
"006340","´ë¿øÀü¼±","KOSPI",,"2255","90","4.16","2185","2270","2165","2132014","4763831050","160143260585","71016967"
"006345","´ë¿øÀü¼±¿ì","KOSPI",,"4075","100","2.52","4000","4075","3980","40492","163262005","10681390000","2621200"
"003220","´ë¿øÁ¦¾à","KOSPI",,"20800","0","0.00","20550","21300","20200","1388779","28936787850","441476318400","21224823"
"024890","´ë¿øÈ­¼º","KOSPI",,"3180","-70","-2.15","3205","3210","3070","2326803","7320172060","131172303360","41249152"
"290380","´ëÀ¯","KOSDAQ","Áß°ß±â¾÷ºÎ","8180","110","1.36","8070","8180","8060","63524","515642600","115882788000","14166600"
"002880","´ëÀ¯¿¡ÀÌÅØ","KOSPI",,"1350","60","4.65","1305","1440","1300","9452057","12909438465","151013128950","111861577"
"290120","´ëÀ¯¿¡ÀÌÇÇ","KOSDAQ","Áß°ß±â¾÷ºÎ","7160","110","1.56","7010","7290","7010","23135","166277650","81851888480","11431828"
"000300","´ëÀ¯ÇÃ·¯½º","KOSPI",,"1530","145","10.47","1460","1605","1435","37930527","58647628425","185128124220","120998774"
"120240","´ëÁ¤È­±Ý","KOSDAQ","¿ì·®±â¾÷ºÎ","31500","200","0.64","31100","31800","30400","254515","7930239250","226497316500","7190391"
"003310","´ëÁÖ»ê¾÷","KOSDAQ","Áß°ß±â¾÷ºÎ","2545","10","0.39","2545","2570","2495","862771","2188491020","90073530750","35392350"
"114920","´ëÁÖÀÌ¿£Æ¼","KONEX","ÀÏ¹Ý±â¾÷ºÎ","1265","0","0.00","0","0","0","0","0","4388917500","3469500"
"078600","´ëÁÖÀüÀÚÀç·á","KOSDAQ","º¥Ã³±â¾÷ºÎ","57400","1200","2.14","56900","59300","55400","405350","23257423500","888586038200","15480593"
"012800","´ëÃ¢","KOSPI",,"2220","25","1.14","2185","2235","2170","1141703","2528716100","202331907780","91140499"
"015230","´ëÃ¢´ÜÁ¶","KOSPI",,"8200","90","1.11","8110","8300","8110","101060","828657180","117146143000","14286115"
"096350","´ëÃ¢¼Ö·ç¼Ç","KOSDAQ","Áß°ß±â¾÷ºÎ","645","15","2.38","631","662","621","3067002","1983113847","105625850805","163761009"
"140520","´ëÃ¢½ºÆ¿","KOSDAQ","Áß°ß±â¾÷ºÎ","3480","70","2.05","3430","3490","3385","72529","251169715","73460165640","21109243"
"131220","´ëÇÑ°úÇÐ","KOSDAQ","º¥Ã³±â¾÷ºÎ","11500","100","0.88","11500","11500","11300","41313","471140400","85726635000","7454490"
"010170","´ëÇÑ±¤Åë½Å","KOSDAQ","Áß°ß±â¾÷ºÎ","3060","20","0.66","3040","3080","3005","231326","704415250","225649372500","73741625"
"060900","´ëÇÑ±×¸°ÆÄ¿ö","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","1940","-40","-2.02","1985","1985","1930","671642","1307478975","307605889780","158559737"
"054670","´ëÇÑ´ºÆÊ","KOSDAQ","Áß°ß±â¾÷ºÎ","11050","0","0.00","11100","11100","10950","28000","308799200","158621866000","14354920"
"001070","´ëÇÑ¹æÁ÷","KOSPI",,"43500","100","0.23","43450","43550","43450","13539","588908300","230550000000","5300000"
"023910","´ëÇÑ¾àÇ°","KOSDAQ","¿ì·®±â¾÷ºÎ","31350","950","3.13","30300","31400","30200","20823","642242900","188100000000","6000000"
"006650","´ëÇÑÀ¯È­","KOSPI",,"231500","0","0.00","231500","239500","230000","64337","15095031500","1504750000000","6500000"
"001440","´ëÇÑÀü¼±","KOSPI",,"2540","45","1.80","2490","2585","2460","11790094","29956982125","2175441442860","856473009"
"084010","´ëÇÑÁ¦°­","KOSPI",,"22000","50","0.23","22100","22100","21750","100173","2196648550","542228148000","24646734"
"001790","´ëÇÑÁ¦´ç","KOSPI",,"3065","70","2.34","2990","3070","2990","188395","571654020","274920017700","89696580"
"001795","´ëÇÑÁ¦´ç¿ì","KOSPI",,"3150","35","1.12","3115","3180","3070","26016","81688460","20420694000","6482760"
"001130","´ëÇÑÁ¦ºÐ","KOSPI",,"165000","0","0.00","165500","166500","164000","3536","584333500","278850000000","1690000"
"003490","´ëÇÑÇ×°ø","KOSPI",,"31100","-200","-0.64","31100","31650","30850","1925268","60194562550","10817227657500","347820825"
"003495","´ëÇÑÇ×°ø¿ì","KOSPI",,"39500","300","0.77","39650","39750","39000","4092","161746850","43876363000","1110794"
"005880","´ëÇÑÇØ¿î","KOSPI",,"2985","40","1.36","2945","3025","2910","2611681","7784220140","952744718100","319177460"
"003830","´ëÇÑÈ­¼¶","KOSPI",,"142500","0","0.00","146500","146500","140500","460","65763500","189240000000","1328000"
"016090","´ëÇö","KOSPI",,"2600","15","0.58","2585","2600","2555","84050","216691925","115134006000","44282310"
"069460","´ëÈ£¿¡ÀÌ¿¤","KOSPI",,"4175","180","4.51","4000","4630","4000","2050417","8798968040","204564545800","48997496"
"021040","´ëÈ£Æ¯¼ö°­","KOSDAQ","Áß°ß±â¾÷ºÎ","969","14","1.47","955","969","948","353250","340415521","70846328394","73112826"
"021045","´ëÈ£Æ¯¼ö°­¿ì","KOSDAQ","Áß°ß±â¾÷ºÎ","1530","0","0.00","1530","1530","1485","15488","23269250","6490972980","4242466"
"067080","´ëÈ­Á¦¾à","KOSDAQ","¿ì·®±â¾÷ºÎ","11000","100","0.92","10900","11100","10900","24339","267685800","204783150000","18616650"
"298540","´õ³×ÀÌÃÄÈ¦µù½º","KOSDAQ","¿ì·®±â¾÷ºÎ","32800","50","0.15","32500","33000","32300","99010","3228294000","477064716800","14544656"
"192080","´õºíÀ¯°ÔÀÓÁî","KOSPI",,"61700","-1600","-2.53","64000","64700","60200","339434","21226217600","1133706773400","18374502"
"299170","´õºíÀ¯¿¡½º¾ÆÀÌ","KOSDAQ","Áß°ß±â¾÷ºÎ","2900","-5","-0.17","2905","2915","2805","15215","43886495","84790092700","29237963"
"012510","´õÁ¸ºñÁî¿Â","KOSPI",,"89700","4400","5.16","85800","89700","85600","322609","28446729500","2721557291700","30340661"
"302920","´õÄÜÅÙÃ÷¿Â","KONEX","ÀÏ¹Ý±â¾÷ºÎ","7200","0","0.00","0","0","0","0","0","32776984800","4552359"
"213420","´ö»ê³×¿À·è½º","KOSDAQ","¿ì·®±â¾÷ºÎ","71800","-200","-0.28","73200","76200","70900","414294","30225122400","1723918861600","24010012"
"317330","´ö»êÅ×ÄÚÇÇ¾Æ","KOSDAQ","¿ì·®±â¾÷ºÎ","29750","150","0.51","30150","30700","29500","363583","10891448800","546728483000","18377428"
"077360","´ö»êÇÏÀÌ¸ÞÅ»","KOSDAQ","¿ì·®±â¾÷ºÎ","14900","-50","-0.33","15050","15050","14800","53713","800060400","338505664900","22718501"
"004830","´ö¼º","KOSPI",,"17250","200","1.17","17050","17800","16850","514538","8955727550","270480000000","15680000"
"004835","´ö¼º¿ì","KOSPI",,"23350","350","1.52","23300","23950","23000","56561","1324183150","32503200000","1392000"
"090410","´ö½ÅÇÏ¿ìÂ¡","KOSDAQ","Áß°ß±â¾÷ºÎ","2360","-25","-1.05","2335","2425","2330","2212818","5270578765","108758464200","46084095"
"024900","´ö¾ç»ê¾÷","KOSPI",,"3210","35","1.10","3175","3290","3155","185371","599211460","104533585800","32564980"
"263600","´ö¿ìÀüÀÚ","KOSDAQ","¿ì·®±â¾÷ºÎ","8430","-110","-1.29","8590","8590","8400","131186","1109183540","134292513300","15930310"
"194480","µ¥ºê½Ã½ºÅÍÁî","KOSDAQ","º¥Ã³±â¾÷ºÎ","81100","3100","3.97","78100","82500","78100","114993","9301016400","929195140000","11457400"
"348840","µ¥ÀÌµå¸²¿£ÅÍ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","13500","500","3.85","13500","13500","13000","3","40000","11373750000","842500"
"263800","µ¥ÀÌÅ¸¼Ö·ç¼Ç","KOSDAQ","Áß°ß±â¾÷ºÎ","5520","20","0.36","5500","5560","5490","13910","76892610","88875201600","16100580"
"199150","µ¥ÀÌÅÍ½ºÆ®¸²Áî","KONEX","ÀÏ¹Ý±â¾÷ºÎ","13900","-50","-0.36","13950","14000","13700","252","3480400","58237844700","4189773"
"206560","µ¦½ºÅÍ","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","14250","350","2.52","14150","14300","13650","3209408","44897470400","361210938000","25348136"
"261200","µ§Æ¼½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","12000","-150","-1.23","12200","12200","11900","155667","1870334900","177094680000","14757890"
"145720","µ§Æ¼¿ò","KOSPI",,"87500","400","0.46","87800","90000","87000","109624","9691963900","968522625000","11068830"
"227420","µµºÎ¸¶½ºÅ©","KONEX","ÀÏ¹Ý±â¾÷ºÎ","3745","-70","-1.83","4200","4200","3515","11193","41109220","32265433235","8615603"
"067990","µµÀÌÄ¡¸ðÅÍ½º","KOSDAQ","¿ì·®±â¾÷ºÎ","7810","30","0.39","7770","7870","7720","151297","1181553000","231361143860","29623706"
"002150","µµÈ­¿£Áö´Ï¾î¸µ","KOSPI",,"8500","40","0.47","8420","8550","8410","27228","230954470","286620000000","33720000"
"006620","µ¿±¸¹ÙÀÌ¿ÀÁ¦¾à","KOSDAQ","¿ì·®±â¾÷ºÎ","9340","150","1.63","9200","9390","9010","195961","1814185710","265863025280","28464992"
"100130","µ¿±¹S&C","KOSDAQ","Áß°ß±â¾÷ºÎ","6080","90","1.50","6040","6100","5960","306481","1854192330","347429440000","57143000"
"005160","µ¿±¹»ê¾÷","KOSDAQ","¿ì·®±â¾÷ºÎ","3990","65","1.66","3945","4010","3930","414671","1649150575","216435483180","54244482"
"075970","µ¿±¹¾Ë¾Ø¿¡½º","KOSDAQ","Áß°ß±â¾÷ºÎ","4690","20","0.43","4670","4720","4600","42571","199085570","86296000000","18400000"
"001230","µ¿±¹Á¦°­","KOSPI",,"20350","50","0.25","20400","20650","20150","599633","12203010400","1942056197950","95432737"
"086450","µ¿±¹Á¦¾à","KOSDAQ","¿ì·®±â¾÷ºÎ","24600","0","0.00","24450","24700","24300","77145","1894986350","1093716000000","44460000"
"023450","µ¿³²ÇÕ¼º","KOSPI",,"66600","1000","1.52","65700","66800","65700","1544","102488000","240426000000","3610000"
"004140","µ¿¹æ","KOSPI",,"5370","80","1.51","5300","5430","5250","412364","2211178760","214648383420","39971766"
"099410","µ¿¹æ¼±±â","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","3320","80","2.47","3300","3420","3200","118175","390410050","44956126640","13541002"
"007590","µ¿¹æ¾Æ±×·Î","KOSPI",,"7590","110","1.47","7590","7660","7420","31242","235942910","103357409430","13617577"
"005960","µ¿ºÎ°Ç¼³","KOSPI",,"14100","100","0.71","14050","14150","13900","94302","1324873200","320517378900","22731729"
"005965","µ¿ºÎ°Ç¼³¿ì","KOSPI",,"49900","1400","2.89","48000","50000","47150","4174","202011800","11264026800","225732"
"026960","µ¿¼­","KOSPI",,"28950","50","0.17","28850","29200","28800","66814","1935258600","2886315000000","99700000"
"002210","µ¿¼ºÁ¦¾à","KOSPI",,"10650","250","2.40","10400","10650","10300","176648","1851379400","277975330500","26100970"
"102260","µ¿¼ºÄÉ¹ÌÄÃ","KOSPI",,"5720","30","0.53","5690","5790","5670","102291","583295030","284225244160","49689728"
"033500","µ¿¼ºÈ­ÀÎÅØ","KOSDAQ","¿ì·®±â¾÷ºÎ","11400","650","6.05","10800","12200","10750","1996062","23044598350","328944378000","28854770"
"025950","µ¿½Å°Ç¼³","KOSDAQ","Áß°ß±â¾÷ºÎ","44950","-150","-0.33","45100","45600","43900","69547","3101419250","377580000000","8400000"
"000640","µ¿¾Æ½î½Ã¿ÀÈ¦µù½º","KOSPI",,"116000","1000","0.87","115000","116000","113500","12406","1427348000","736310696000","6347506"
"170900","µ¿¾Æ¿¡½ºÆ¼","KOSPI",,"77300","300","0.39","77000","77400","76700","18114","1397268800","652710996400","8443868"
"088130","µ¿¾Æ¿¤ÅØ","KOSDAQ","¿ì·®±â¾÷ºÎ","12250","100","0.82","12200","12400","12000","111703","1364539250","130620990500","10662938"
"028100","µ¿¾ÆÁöÁú","KOSPI",,"21000","-150","-0.71","21250","21250","20900","40175","843810900","241500000000","11500000"
"282690","µ¿¾ÆÅ¸ÀÌ¾î","KOSPI",,"12900","50","0.39","12850","12950","12700","18986","243414500","177155893500","13733015"
"041930","µ¿¾ÆÈ­¼º","KOSDAQ","¿ì·®±â¾÷ºÎ","16000","-300","-1.84","16750","16750","15750","1009526","16257605900","252800000000","15800000"
"001520","µ¿¾ç","KOSPI",,"1805","60","3.44","1740","1920","1715","5402010","9928879535","430824733715","238684063"
"001527","µ¿¾ç2¿ìB","KOSPI",,"17200","450","2.69","16500","17300","16500","2221","37800200","5307386800","308569"
"001529","µ¿¾ç3¿ìB","KOSPI",,"42600","1150","2.77","41450","43800","41450","1749","74628350","3822157200","89722"
"084670","µ¿¾ç°í¼Ó","KOSPI",,"21800","-350","-1.58","21950","22000","21750","7090","154907050","63123404200","2895569"
"082640","µ¿¾ç»ý¸í","KOSPI",,"5460","60","1.11","5400","5490","5390","279508","1523739130","881017874100","161358585"
"060380","µ¿¾ç¿¡½ºÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","4070","55","1.37","4020","4090","4015","139011","563719345","80179000000","19700000"
"001525","µ¿¾ç¿ì","KOSPI",,"8720","350","4.18","8370","8780","8370","5445","46969770","5386614320","617731"
"079960","µ¿¾çÀÌ¿£ÇÇ","KOSDAQ","¿ì·®±â¾÷ºÎ","18850","0","0.00","18900","19150","18650","116612","2198004050","148161000000","7860000"
"008970","µ¿¾çÃ¶°ü","KOSPI",,"1545","5","0.32","1540","1570","1540","1504230","2333115295","183677773050","118885290"
"228340","µ¿¾çÆÄÀÏ","KOSDAQ","Áß°ß±â¾÷ºÎ","5590","30","0.54","5550","5660","5500","43737","243069450","111800000000","20000000"
"092780","µ¿¾çÇÇ½ºÅæ","KOSPI",,"7480","-120","-1.58","7630","7960","7410","753384","5692712300","98500080800","13168460"
"088910","µ¿¿ìÆÊÅõÅ×ÀÌºí","KOSDAQ","¿ì·®±â¾÷ºÎ","3080","35","1.15","3045","3105","3045","52369","161241015","79561833120","25831764"
"094170","µ¿¿î¾Æ³ªÅØ","KOSDAQ","º¥Ã³±â¾÷ºÎ","7080","570","8.76","6520","7100","6430","842069","5766577140","124448742480","17577506"
"049770","µ¿¿øF&B","KOSPI",,"208000","500","0.24","205000","209000","203000","6433","1324845000","802697792000","3859124"
"013120","µ¿¿ø°³¹ß","KOSDAQ","¿ì·®±â¾÷ºÎ","6100","70","1.16","6030","6100","6020","85196","516083020","553929410000","90808100"
"018500","µ¿¿ø±Ý¼Ó","KOSPI",,"1025","25","2.50","1010","1055","1000","420406","433576015","47923806325","46754933"
"006040","µ¿¿ø»ê¾÷","KOSPI",,"245000","1000","0.41","241500","247500","240500","3728","911150000","901022045000","3677641"
"030720","µ¿¿ø¼ö»ê","KOSPI",,"9470","-10","-0.11","9490","9520","9400","26640","251627500","44071533350","4653805"
"014820","µ¿¿ø½Ã½ºÅÛÁî","KOSPI",,"58200","1500","2.65","56300","59700","56000","220693","12859218300","1490997340200","25618511"
"014825","µ¿¿ø½Ã½ºÅÛÁî¿ì","KOSPI",,"38400","650","1.72","37850","38700","37850","1561","59923450","10189747200","265358"
"163560","µ¿ÀÏ°í¹«º§Æ®","KOSPI",,"8640","40","0.47","8610","8640","8520","19280","165538700","120096000000","13900000"
"109860","µ¿ÀÏ±Ý¼Ó","KOSDAQ","¿ì·®±â¾÷ºÎ","14200","0","0.00","14250","14300","14100","45068","638527350","99400000000","7000000"
"032960","µ¿ÀÏ±â¿¬","KOSDAQ","º¥Ã³±â¾÷ºÎ","16100","-100","-0.62","16200","16400","16000","15305","247802700","56402888500","3503285"
"004890","µ¿ÀÏ»ê¾÷","KOSPI",,"111500","1000","0.90","114000","114000","110000","6394","713361500","270411472500","2425215"
"002690","µ¿ÀÏÁ¦°­","KOSPI",,"4340","120","2.84","4220","4345","4220","96402","412417020","65100000000","15000000"
"023790","µ¿ÀÏÃ¶°­","KOSDAQ","Áß°ß±â¾÷ºÎ","8070","440","5.77","7630","8070","7630","298266","2380629330","59274835950","7345085"
"005290","µ¿Áø½ê¹ÌÄÍ","KOSDAQ","¿ì·®±â¾÷ºÎ","26400","-100","-0.38","26550","26650","26250","247543","6530898900","1357342641600","51414494"
"025900","µ¿È­±â¾÷","KOSDAQ","¿ì·®±â¾÷ºÎ","72800","-900","-1.22","73700","73700","71900","71433","5199509500","1470645685600","20201177"
"000020","µ¿È­¾àÇ°","KOSPI",,"14750","-100","-0.67","14800","14850","14700","138523","2045398050","411989182500","27931470"
"000150","µÎ»ê","KOSPI",,"100000","10500","11.73","88900","101500","88800","289358","28434585800","1652383500000","16523835"
"000157","µÎ»ê2¿ìB","KOSPI",,"135000","19500","16.88","115500","150000","115500","111654","15742509500","120560130000","893038"
"241560","µÎ»ê¹äÄ¹","KOSPI",,"42700","-650","-1.50","42600","43100","42150","229845","9785182250","4280639388200","100249166"
"000155","µÎ»ê¿ì","KOSPI",,"67900","2800","4.30","65200","70000","64700","97795","6625940300","271359769800","3996462"
"042670","µÎ»êÀÎÇÁ¶óÄÚ¾î","KOSPI",,"12300","500","4.24","11800","12350","11800","2608135","31739205100","966376437000","78567190"
"034020","µÎ»êÁß°ø¾÷","KOSPI",,"21900","1000","4.78","20900","22750","20650","16710922","366807797150","11253731581800","513869022"
"336260","µÎ»êÇ»¾ó¼¿","KOSPI",,"52600","-2300","-4.19","55000","55500","52300","1982176","106040786900","3444969987600","65493726"
"33626K","µÎ»êÇ»¾ó¼¿1¿ì","KOSPI",,"16100","-50","-0.31","16400","16400","15900","40739","655942950","215163620000","13364200"
"33626L","µÎ»êÇ»¾ó¼¿2¿ìB","KOSPI",,"22500","-250","-1.10","23000","23100","22250","35945","807934050","67191750000","2986300"
"016740","µÎ¿Ã","KOSPI",,"5040","-120","-2.33","5150","5160","5000","618644","3123196330","145488067200","28866680"
"073190","µà¿À¹é","KOSDAQ","Áß°ß±â¾÷ºÎ","3545","35","1.00","3510","3560","3440","133098","464951840","42426701800","11968040"
"176750","µàÄÍ¹ÙÀÌ¿À","KONEX","ÀÏ¹Ý±â¾÷ºÎ","10300","-100","-0.96","10450","10500","10200","2288","23709950","91244476100","8858687"
"030350","µå·¡°ïÇÃ¶óÀÌ","KOSDAQ","Áß°ß±â¾÷ºÎ","2610","-130","-4.74","2690","2710","2540","977056","2559115090","44650295730","17107393"
"203650","µå¸²½ÃÅ¥¸®Æ¼","KOSDAQ","º¥Ã³±â¾÷ºÎ","5310","180","3.51","5240","5370","5210","1853310","9822037450","268716553740","50605754"
"223250","µå¸²¾¾¾ÆÀÌ¿¡½º","KOSDAQ","Áß°ß±â¾÷ºÎ","14650","-100","-0.68","14900","14900","14500","8152","119124050","82905141100","5659054"
"060570","µå¸²¾î½ºÄÄÆÛ´Ï","KOSDAQ","Áß°ß±â¾÷ºÎ","5190","30","0.58","5160","5250","5120","120995","625694040","295102605930","56859847"
"192650","µå¸²ÅØ","KOSPI",,"12100","600","5.22","11700","12200","11600","1247008","15173471200","790048579100","65293271"
"217620","µðµõ","KOSDAQ","Áß°ß±â¾÷ºÎ","2110","-35","-1.63","2145","2145","2085","196619","414426515","80263034830","38039353"
"187870","µð¹ÙÀÌ½ºÀÌ¿£Áö","KOSDAQ","¿ì·®±â¾÷ºÎ","35350","600","1.73","34850","35400","34750","44971","1581234650","248744128150","7036609"
"066670","µð½ºÇÃ·¹ÀÌÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","8560","300","3.63","8420","8670","8090","9652001","81148846080","160002818080","18691918"
"024090","µð¾¾¿¥","KOSPI",,"17500","-50","-0.28","17550","17700","17200","23594","413017800","204750000000","11700000"
"003160","µð¾ÆÀÌ","KOSPI",,"9490","-220","-2.27","9690","9780","9360","471430","4475485440","298904489650","31496785"
"092200","µð¾ÆÀÌ¾¾","KOSPI",,"5620","40","0.72","5570","5630","5500","227805","1267268450","218553757780","38888569"
"110990","µð¾ÆÀÌÆ¼","KOSDAQ","¿ì·®±â¾÷ºÎ","10600","-200","-1.85","10650","10750","10550","37973","403041450","200340000000","18900000"
"263690","µð¾ËÁª","KOSDAQ","¿ì·®±â¾÷ºÎ","11850","50","0.42","11800","11900","11700","19624","231831300","134208478500","11325610"
"214680","µð¾ËÅØ","KOSDAQ","º¥Ã³±â¾÷ºÎ","1590","20","1.27","1570","1610","1555","828632","1315969355","89967664830","56583437"
"377190","µð¾ØµðÇÃ·§Æû¸®Ã÷","KOSPI",,"5360","40","0.75","5320","5390","5260","838042","4470407680","345184000000","64400000"
"263720","µð¾Ø¾¾¹Ìµð¾î","KOSDAQ","º¥Ã³±â¾÷ºÎ","43100","1200","2.86","42200","43450","42000","61882","2652530900","529057284100","12275111"
"109740","µð¿¡½ºÄÉÀÌ","KOSDAQ","¿ì·®±â¾÷ºÎ","8370","50","0.60","8320","8450","8210","24998","207395460","170369366310","20354763"
"033430","µð¿¡½ºÆ¼","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","120","5","4.35","112","134","112","15990139","1766421883","8874725280","73956044"
"131030","µð¿¡ÀÌÄ¡ÇÇÄÚ¸®¾Æ","KOSDAQ","¿ì·®±â¾÷ºÎ","7450","-20","-0.27","7470","7510","7420","14941","111339450","123407737650","16564797"
"196490","µð¿¡ÀÌÅ×Å©³î·ÎÁö","KOSDAQ","º¥Ã³±â¾÷ºÎ","6130","10","0.16","6100","6160","6030","244548","1493054020","146277780910","23862607"
"066900","µð¿¡ÀÌÇÇ","KOSDAQ","¿ì·®±â¾÷ºÎ","4630","90","1.98","4600","4705","4540","308565","1432742635","105307048890","22744503"
"127120","µð¿£¿¡ÀÌ¸µÅ©","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","4200","150","3.70","4080","4240","4055","183399","763247090","68853506400","16393692"
"092070","µð¿£¿¡ÇÁ","KOSDAQ","¿ì·®±â¾÷ºÎ","25200","-350","-1.37","25550","25600","25050","103839","2626786200","291610821600","11571858"
"134580","µð¿¥Æ¼","KOSDAQ","Áß°ß±â¾÷ºÎ","3160","25","0.80","3195","3200","3110","19913","62461090","35550000000","11250000"
"039840","µð¿À","KOSDAQ","¿ì·®±â¾÷ºÎ","49450","950","1.96","48950","49750","48400","86508","4260486100","780039580050","15774309"
"013570","µð¿ÍÀÌ","KOSPI",,"5800","10","0.17","5760","5820","5740","46823","270476800","152653871400","26319633"
"210540","µð¿ÍÀÌÆÄ¿ö","KOSPI",,"15400","200","1.32","15150","15450","15150","63417","968389500","170042303200","11041708"
"104460","µð¿ÍÀÌÇÇ¿£¿¡ÇÁ","KOSDAQ","¿ì·®±â¾÷ºÎ","38050","-950","-2.44","38700","39700","37900","55180","2120125100","407653431250","10713625"
"079810","µðÀÌ¿£Æ¼","KOSDAQ","Áß°ß±â¾÷ºÎ","6310","-100","-1.56","6410","6410","6120","109251","681545640","82262580290","13036859"
"113810","µðÁ¨½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","1105","-30","-2.64","1135","1160","1100","759489","850086565","36053996355","32628051"
"043360","µðÁö¾ÆÀÌ","KOSDAQ","º¥Ã³±â¾÷ºÎ","4100","45","1.11","4055","4145","4040","50262","205403780","36900000000","9000000"
"197140","µðÁöÄ¸","KOSDAQ","º¥Ã³±â¾÷ºÎ","6350","150","2.42","6190","6370","6140","62036","388714660","54655516800","8607168"
"106520","µðÁöÅ»¿ÉÆ½","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","5040","-30","-0.59","5060","5130","5000","34388","172876030","66323880000","13159500"
"068930","µðÁöÅÐ´ë¼º","KOSDAQ","¿ì·®±â¾÷ºÎ","8500","-10","-0.12","8450","8610","8410","39255","333268120","252730406500","29732989"
"033130","µðÁöÆ²Á¶¼±","KOSDAQ","Áß°ß±â¾÷ºÎ","3500","85","2.49","3405","3505","3390","312254","1083211500","129903434500","37115267"
"105740","µðÄÉÀÌ¶ô","KOSDAQ","¿ì·®±â¾÷ºÎ","13500","550","4.25","13050","13700","12850","400323","5379985550","114073812000","8449912"
"263020","µðÄÉÀÌ¾Øµð","KOSDAQ","º¥Ã³±â¾÷ºÎ","9450","120","1.29","9330","9490","9230","44697","418418910","73362258900","7763202"
"290550","µðÄÉÀÌÆ¼","KOSDAQ","¿ì·®±â¾÷ºÎ","16550","500","3.12","16100","16600","15500","465450","7474560800","136228561150","8231333"
"007340","µðÆ¼¾Ë¿ÀÅä¸ðÆ¼ºê","KOSPI",,"49000","550","1.14","48250","49650","47950","36257","1771662900","489706245000","9994005"
"187220","µðÆ¼¾Ø¾¾","KOSDAQ","º¥Ã³±â¾÷ºÎ","6520","-40","-0.61","6560","6620","6500","6805","44425640","73567057320","11283291"
"026890","µðÇÇ¾¾","KOSPI",,"14800","300","2.07","14550","14900","14400","1391754","20407207900","616836990000","41678175"
"163430","µðÇÇÄÚ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","6340","90","1.44","6290","6390","6250","4219","26448820","39825204520","6281578"
"131180","µô¸®","KOSDAQ","º¥Ã³±â¾÷ºÎ","2215","20","0.91","2180","2225","2170","472307","1037665375","65010250000","29350000"
"315640","µö³ëÀÌµå","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","45700","300","0.66","45450","46450","44800","232325","10613848600","196098562900","4290997"
"317120","¶ó´Ð½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","9640","-30","-0.31","9670","9750","9600","31476","304170100","93030820000","9650500"
"042510","¶ó¿Â½ÃÅ¥¾î","KOSDAQ","º¥Ã³±â¾÷ºÎ","4635","215","4.86","4590","5010","4585","8410000","40802468880","179220367710","38666746"
"232680","¶ó¿ÂÅ×Å©","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","31100","-800","-2.51","31900","32450","31100","32832","1034465050","151954755500","4886005"
"300120","¶ó¿ÂÇÇÇÃ","KOSDAQ","º¥Ã³±â¾÷ºÎ","20850","550","2.71","20300","21050","20050","48468","1002782600","219303552600","10518156"
