Á¾¸ñÄÚµå,Á¾¸ñ¸í,½ÃÀå±¸ºÐ,¼Ò¼ÓºÎ,Á¾°¡,´ëºñ,µî¶ô·ü,½Ã°¡,°í°¡,Àú°¡,°Å·¡·®,°Å·¡´ë±Ý,½Ã°¡ÃÑ¾×,»óÀåÁÖ½Ä¼ö
"266870","ÆÄ¿öÇ®¿¢½º","KONEX","ÀÏ¹Ý±â¾÷ºÎ","1465","100","7.33","1490","1490","1320","562","811155","9388716200","6408680"
"170790","ÆÄÀÌ¿À¸µÅ©","KOSDAQ","º¥Ã³±â¾÷ºÎ","17900","0","0.00","17750","17950","17300","85481","1509482650","122728307000","6856330"
"049120","ÆÄÀÎµð¾Ø¾¾","KOSDAQ","Áß°ß±â¾÷ºÎ","2665","55","2.11","2610","2715","2550","252624","667965610","70249250760","26359944"
"038950","ÆÄÀÎµðÁöÅÐ","KOSDAQ","º¥Ã³±â¾÷ºÎ","6610","50","0.76","6560","6660","6520","23181","152757110","67493156650","10210765"
"106240","ÆÄÀÎÅ×Å©´Ð½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","13150","1200","10.04","11850","13150","11850","3456142","43739768550","594279652350","45192369"
"131760","ÆÄÀÎÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","1805","25","1.40","1825","1860","1780","2892153","5244876380","77482861365","42926793"
"065690","ÆÄÄ¿½º","KOSDAQ","Áß°ß±â¾÷ºÎ","3335","40","1.21","3295","3350","3245","45710","149745850","46854518885","14049331"
"140860","ÆÄÅ©½Ã½ºÅÛ½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","122900","1400","1.15","121500","124000","119700","21736","2645188600","821789899500","6686655"
"091700","ÆÄÆ®·Ð","KOSDAQ","¿ì·®±â¾÷ºÎ","10150","170","1.70","9950","10150","9950","254737","2563393260","549687561500","54156410"
"202960","ÆÇµµ¶óÆ¼ºñ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","1815","160","9.67","1695","1890","1590","51751","88540070","21626781330","11915582"
"032800","ÆÇÅ¸Áö¿À","KOSDAQ","Áß°ß±â¾÷ºÎ","112","-1","-0.88","113","114","111","13144097","1472509162","72442569920","646808660"
"318010","ÆÊ½ººô","KOSDAQ","º¥Ã³±â¾÷ºÎ","12100","250","2.11","11750","12100","11600","104392","1234358450","95944989800","7929338"
"036580","ÆÊ½ºÄÚ","KOSPI",,"6470","80","1.25","6390","6530","6370","71555","461927310","237629791210","36727943"
"027710","ÆÊ½ºÅä¸®","KOSDAQ","¿ì·®±â¾÷ºÎ","2115","65","3.17","2060","2115","2060","1052637","2207608210","235646109000","111416600"
"004720","ÆÊÁ¨»çÀÌ¾ð½º","KOSPI",,"9910","150","1.54","9760","9950","9720","91420","899473780","145805166030","14712933"
"225590","ÆÐ¼ÇÇÃ·§Æû","KOSDAQ","Áß°ß±â¾÷ºÎ","1815","-20","-1.09","1835","1835","1785","251306","454824660","48345634095","26636713"
"054300","ÆÒ½ºÅ¸¿£ÅÍÇÁ¶óÀÌÁî","KOSDAQ","º¥Ã³±â¾÷ºÎ","951","11","1.17","939","951","930","489998","461985086","51150039981","53785531"
"068050","ÆÒ¿£ÅÍÅ×ÀÎ¸ÕÆ®","KOSDAQ","º¥Ã³±â¾÷ºÎ","5720","380","7.12","5340","6240","5290","5769484","34180259320","155858457040","27247982"
"028670","ÆÒ¿À¼Ç","KOSPI",,"7950","-360","-4.33","8210","8220","7910","8843930","70977224670","4249827620400","534569512"
"222110","ÆÒÁ¨","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","9160","60","0.66","9140","9190","9030","10899","99388100","97732894800","10669530"
"010820","ÆÛ½ºÅØ","KOSPI",,"2415","-25","-1.02","2445","2445","2410","125878","305080400","116068425900","48061460"
"016800","ÆÛ½Ã½º","KOSPI",,"38400","0","0.00","38400","38500","38200","2673","102385600","441600000000","11500000"
"263750","ÆÞ¾îºñ½º","KOSDAQ","¿ì·®±â¾÷ºÎ","89500","-4800","-5.09","92300","93500","88500","2830504","255209154200","5926824250000","66221500"
"251970","ÆßÅØÄÚ¸®¾Æ","KOSDAQ","¿ì·®±â¾÷ºÎ","26250","400","1.55","25900","26500","25600","47581","1248117650","325500000000","12400000"
"001020","ÆäÀÌÆÛÄÚ¸®¾Æ","KOSPI",,"2110","65","3.18","2035","2125","2030","32763","68156560","79678522630","37762333"
"327610","ÆèÅä¹ÙÀÌ¿À¸Þµå","KONEX","ÀÏ¹Ý±â¾÷ºÎ","20400","200","0.99","20200","21100","20150","3551","71924150","171097288800","8387122"
"087010","ÆéÆ®·Ð","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","12250","250","2.08","12200","12350","11850","120708","1461694300","252678949250","20626853"
"090080","ÆòÈ­»ê¾÷","KOSPI",,"2450","10","0.41","2535","2640","2285","17303984","41727473255","134510534550","54902259"
"010770","ÆòÈ­È¦µù½º","KOSPI",,"5690","-160","-2.74","5900","6010","5500","502910","2874921230","83218901540","14625466"
"119500","Æ÷¸ÞÅ»","KOSDAQ","Áß°ß±â¾÷ºÎ","4580","50","1.10","4530","4605","4505","57016","260391225","54260322560","11847232"
"022100","Æ÷½ºÄÚ ICT","KOSDAQ","¿ì·®±â¾÷ºÎ","7350","20","0.27","7380","7400","7270","420985","3086450020","1117455258150","152034729"
"058430","Æ÷½ºÄÚ°­ÆÇ","KOSPI",,"65100","-300","-0.46","65500","66900","64600","50000","3270996900","390600000000","6000000"
"009520","Æ÷½ºÄÚ¿¥ÅØ","KOSDAQ","¿ì·®±â¾÷ºÎ","8120","110","1.37","7950","8180","7950","470282","3811735160","338138748360","41642703"
"047050","Æ÷½ºÄÚÀÎÅÍ³»¼Å³Î","KOSPI",,"22650","-100","-0.44","22600","22950","22400","548559","12397943150","2794447124850","123375149"
"003670","Æ÷½ºÄÚÄÉ¹ÌÄ®","KOSPI",,"155500","0","0.00","154000","155500","153500","180419","27862302000","12045530710000","77463220"
"189690","Æ÷½Ã¿¡½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","8190","-60","-0.73","8170","8240","8080","14687","119765840","71037119790","8673641"
"318020","Æ÷ÀÎÆ®¸ð¹ÙÀÏ","KOSDAQ","º¥Ã³±â¾÷ºÎ","24700","100","0.41","24600","25300","24400","83494","2057741250","312758118400","12662272"
"256630","Æ÷ÀÎÆ®¿£Áö´Ï¾î¸µ","KOSDAQ","¿ì·®±â¾÷ºÎ","3910","50","1.30","3885","3945","3855","354973","1384002385","224754412770","57481947"
"141020","Æ÷Æ¼½º","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","108","0","0.00","0","0","0","0","0","18839533608","174440126"
"041020","Æú¶ó¸®½º¿ÀÇÇ½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","1860","60","3.33","1815","1870","1785","314081","576740750","71491605420","38436347"
"114630","Æú¶ó¸®½º¿ì³ë","KOSDAQ","Áß°ß±â¾÷ºÎ","5270","0","0.00","5220","5290","5160","65633","341382310","71534795550","13573965"
"123010","Æú¶ó¸®½º¿÷½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","1700","5","0.29","1710","1710","1665","239988","404514720","96907111100","57004183"
"007630","Æú·ç½º¹ÙÀÌ¿ÀÆÊ","KOSPI",,"1225","0","0.00","0","0","0","0","0","55134426375","45007695"
"290720","Çªµå³ª¹«","KOSDAQ","¿ì·®±â¾÷ºÎ","42700","450","1.07","41650","43100","41650","37215","1578916550","290617651800","6806034"
"005670","ÇªµåÀ£","KOSDAQ","¿ì·®±â¾÷ºÎ","8680","-70","-0.80","8700","8820","8620","115802","1008289120","86800000000","10000000"
"094940","Çª¸¥±â¼ú","KOSDAQ","º¥Ã³±â¾÷ºÎ","12550","150","1.21","12500","12600","12300","71599","889603650","104935394300","8361386"
"007330","Çª¸¥ÀúÃàÀºÇà","KOSDAQ","¿ì·®±â¾÷ºÎ","14150","100","0.71","14150","14350","13750","120211","1702394650","213421620000","15082800"
"017810","Ç®¹«¿ø","KOSPI",,"17500","0","0.00","17500","17550","17250","52381","912860850","667109467500","38120541"
"093380","Ç³°­","KOSDAQ","Áß°ß±â¾÷ºÎ","5100","40","0.79","5060","5170","5040","42418","215260160","50384496300","9879313"
"023900","Ç³±¹ÁÖÁ¤","KOSDAQ","Áß°ß±â¾÷ºÎ","18500","-100","-0.54","18500","18650","18350","24349","450193800","233100000000","12600000"
"103140","Ç³»ê","KOSPI",,"35650","200","0.56","35350","35800","35200","92930","3307158100","999065510700","28024278"
"005810","Ç³»êÈ¦µù½º","KOSPI",,"31050","1250","4.19","30000","31150","29800","141450","4349399100","323215844400","10409528"
"214270","Ç»ÃÄ½ºÆ®¸²³×Æ®¿÷½º","KOSDAQ","Áß°ß±â¾÷ºÎ","1105","5","0.45","1095","1105","1085","1017584","1117510150","144278251065","130568553"
"220100","Ç»ÃÄÄÍ","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","19700","-750","-3.67","20450","21300","18650","1398401","27442861300","268825628700","13645971"
"035200","ÇÁ·³ÆÄ½ºÆ®","KOSDAQ","º¥Ã³±â¾÷ºÎ","7290","80","1.11","7180","7380","7020","266698","1919796200","70936001100","9730590"
"334970","ÇÁ·¹½ºÆ¼Áö¹ÙÀÌ¿À·ÎÁ÷½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","14400","-250","-1.71","14600","14700","14400","239000","3461557650","679772001600","47206389"
"950210","ÇÁ·¹½ºÆ¼Áö¹ÙÀÌ¿ÀÆÄ¸¶","KOSPI",,"32750","850","2.66","31600","32950","31450","352450","11402488650","1968149076250","60096155"
"203690","ÇÁ·Î½ºÅ×¹Í½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","3305","5","0.15","3315","3375","3265","81642","270635780","151226713140","45756948"
"303360","ÇÁ·ÎÅ×¿ÈÅØ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","6970","20","0.29","6950","6990","6850","221","1528240","77901703550","11176715"
"053610","ÇÁ·ÎÅØ","KOSDAQ","¿ì·®±â¾÷ºÎ","29800","250","0.85","29400","30100","29400","210043","6268375100","327800000000","11000000"
"335810","ÇÁ¸®½ÃÁ¯¹ÙÀÌ¿À","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","17150","50","0.29","17100","17200","17000","68622","1173262200","194121879000","11319060"
"053160","ÇÁ¸®¿¥½º","KOSDAQ","Áß°ß±â¾÷ºÎ","21700","0","0.00","21700","22100","21400","31448","680514100","130200000000","6000000"
"367000","ÇÃ·¡Æ¼¾î","KOSDAQ","Áß°ß±â¾÷ºÎ","30900","900","3.00","30000","31300","29600","337780","10322504850","255533946300","8269707"
"075130","ÇÃ·£Æ¼³Ý","KOSDAQ","º¥Ã³±â¾÷ºÎ","11350","250","2.25","11050","11400","10800","148366","1647410100","101696000000","8960000"
"222670","ÇÃ·³¶óÀÎ»ý¸í°úÇÐ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","8130","140","1.75","7990","8170","7740","1495","11773950","23349766500","2872050"
"237820","ÇÃ·¹ÀÌµð","KOSDAQ","Áß°ß±â¾÷ºÎ","8950","150","1.70","8800","9020","8800","21889","195106090","114802903000","12827140"
"023770","ÇÃ·¹ÀÌÀ§µå","KOSDAQ","º¥Ã³±â¾÷ºÎ","10750","550","5.39","10200","10800","10000","90326","945983350","93562936750","8703529"
"300080","ÇÃ¸®Åä","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","20500","-300","-1.44","20450","20800","20000","36454","743254000","106801125500","5209811"
"150440","ÇÇ³ëÅØ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","3615","-120","-3.21","3730","3800","3520","26147","93651480","34578964380","9565412"
"032580","ÇÇµ¨¸¯½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","1435","0","0.00","1430","1440","1415","71820","102676340","47544511840","33132064"
"051380","ÇÇ¾¾µð·ºÆ®","KOSDAQ","Áß°ß±â¾÷ºÎ","12250","450","3.81","11900","12300","11800","61009","737859600","93939566000","7668536"
"241820","ÇÇ¾¾¿¤","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","48550","0","0.00","48550","49300","47700","36845","1788195150","489840224350","10089397"
"237750","ÇÇ¾Ø¾¾Å×Å©","KOSDAQ","Áß°ß±â¾÷ºÎ","8540","280","3.39","8260","8580","8260","58653","495811310","55480964000","6496600"
"024850","ÇÇ¿¡½º¿¥¾¾","KOSDAQ","Áß°ß±â¾÷ºÎ","1720","70","4.24","1650","1725","1620","396111","664284970","69786636720","40573626"
"319660","ÇÇ¿¡½ºÄÉÀÌ","KOSDAQ","Áß°ß±â¾÷ºÎ","39150","-50","-0.13","39200","39350","38700","84548","3292837100","578050533000","14765020"
"031980","ÇÇ¿¡½ºÄÉÀÌÈ¦µù½º","KOSDAQ","Áß°ß±â¾÷ºÎ","12950","50","0.39","12900","13000","12700","31454","402997750","279233015250","21562395"
"002230","ÇÇ¿¡½ºÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","5380","60","1.13","5350","5460","5230","95848","511348490","105820527340","19669243"
"057880","ÇÇ¿¡ÀÌÄ¡¾¾","KOSDAQ","Áß°ß±â¾÷ºÎ","1895","15","0.80","1810","1915","1805","1877215","3508003620","153129975625","80807375"
"043370","ÇÇ¿¡ÀÌÄ¡¿¡ÀÌ","KOSDAQ","¿ì·®±â¾÷ºÎ","10800","0","0.00","10800","10900","10700","36739","396259700","226800000000","21000000"
"242350","ÇÇ¿£¾ÆÀÌÄÄÆÛ´Ï","KONEX","ÀÏ¹Ý±â¾÷ºÎ","690","88","14.62","603","692","600","20106","13591969","3285448800","4761520"
"239890","ÇÇ¿£¿¡ÀÌÄ¡Å×Å©","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","38500","50","0.13","38000","38750","38000","13703","526932050","173866616000","4516016"
"347740","ÇÇ¿£ÄÉÀÌÇÇºÎÀÓ»ó¿¬±¸¼¾Å¸","KOSDAQ","º¥Ã³±â¾÷ºÎ","23700","200","0.85","23750","23950","23450","26423","626120600","177812662800","7502644"
"137400","ÇÇ¿£Æ¼","KOSDAQ","¿ì·®±â¾÷ºÎ","26700","-200","-0.74","26750","26950","26350","271245","7207790550","607189986600","22741198"
"128660","ÇÇÁ¦ÀÌ¸ÞÅ»","KOSDAQ","Áß°ß±â¾÷ºÎ","4505","240","5.63","4275","4530","4275","2217177","9898095610","111739177345","24803369"
"006140","ÇÇÁ¦ÀÌÀüÀÚ","KOSDAQ","¿ì·®±â¾÷ºÎ","9600","250","2.67","9480","9690","9180","82350","781470940","144000000000","15000000"
"304840","ÇÇÇÃ¹ÙÀÌ¿À","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","20400","450","2.26","20100","20850","19950","93077","1902044450","229396776000","11244940"
"062970","ÇÇÇÇ¾ÆÀÌ","KOSDAQ","º¥Ã³±â¾÷ºÎ","5540","-10","-0.18","5500","5580","5430","88804","488418550","51567344900","9308185"
"087600","ÇÈ¼¿ÇÃ·¯½º","KOSDAQ","Áß°ß±â¾÷ºÎ","8870","-160","-1.77","8950","9010","8770","65229","577624150","72437369460","8166558"
"161580","ÇÊ¿ÉÆ½½º","KOSDAQ","Áß°ß±â¾÷ºÎ","11100","450","4.23","10700","11200","10700","159955","1757137500","229553605500","20680505"
"347770","ÇË½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","28600","0","0.00","28600","28850","27950","203727","5778374000","214725110600","7507871"
"163730","ÇÎ°Å","KOSDAQ","º¥Ã³±â¾÷ºÎ","20400","600","3.03","20150","21150","20000","202227","4168247550","188475885600","9239014"
"332710","ÇÏ³ª±ÝÀ¶14È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2265","25","1.12","2275","2275","2230","5267","11878785","9988650000","4410000"
"341160","ÇÏ³ª±ÝÀ¶15È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2250","-5","-0.22","2270","2270","2235","9318","20914310","10597500000","4710000"
"343510","ÇÏ³ª±ÝÀ¶16È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2285","-110","-4.59","2330","2365","2240","277044","629791440","9162850000","4010000"
"363260","ÇÏ³ª±ÝÀ¶17È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2870","-35","-1.20","2965","2965","2850","62691","180970890","19544700000","6810000"
"086790","ÇÏ³ª±ÝÀ¶ÁöÁÖ","KOSPI",,"45100","50","0.11","45450","45450","44450","790389","35491705300","13540916996200","300242062"
"299030","ÇÏ³ª±â¼ú","KOSDAQ","º¥Ã³±â¾÷ºÎ","64900","0","0.00","64400","65000","63500","51535","3305230200","481869649800","7424802"
"067310","ÇÏ³ª¸¶ÀÌÅ©·Ð","KOSDAQ","Áß°ß±â¾÷ºÎ","17950","100","0.56","17600","18200","17600","749858","13488387950","573231078050","31934879"
"372290","ÇÏ³ª¸Ó½ºÆ®7È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2435","10","0.41","2425","2455","2410","101350","247250440","10480240000","4304000"
"166090","ÇÏ³ª¸ÓÆ¼¸®¾óÁî","KOSDAQ","¿ì·®±â¾÷ºÎ","49300","-600","-1.20","49750","49750","48700","56209","2763111800","972722228200","19730674"
"293480","ÇÏ³ªÁ¦¾à","KOSPI",,"22900","350","1.55","22650","22950","22400","148741","3387582900","407000463400","17772946"
"039130","ÇÏ³ªÅõ¾î","KOSPI",,"79600","2200","2.84","77900","80800","77100","202020","16116110500","1109559126000","13939185"
"136480","ÇÏ¸²","KOSDAQ","Áß°ß±â¾÷ºÎ","3070","60","1.99","3015","3070","2995","1046320","3172690665","326063785140","106209702"
"003380","ÇÏ¸²ÁöÁÖ","KOSDAQ","¿ì·®±â¾÷ºÎ","10450","150","1.46","10300","10500","10100","341775","3531706550","964972019000","92341820"
"172580","ÇÏÀÌ°ñµå12È£","KOSPI",,"2650","-10","-0.38","2645","2650","2635","75110","198115310","34567925000","13044500"
"153360","ÇÏÀÌ°ñµå3È£","KOSPI",,"2220","0","0.00","2235","2235","2205","9432","20864990","35852533800","16149790"
"149980","ÇÏÀÌ·Î´Ð","KOSDAQ","Áß°ß±â¾÷ºÎ","5760","140","2.49","5620","5770","5620","63802","363999020","81215971200","14099995"
"013030","ÇÏÀÌ·ÏÄÚ¸®¾Æ","KOSDAQ","¿ì·®±â¾÷ºÎ","17050","250","1.49","16750","17050","16700","31991","542099750","232105605600","13613232"
"352820","ÇÏÀÌºê","KOSPI",,"286000","-3500","-1.21","288500","291000","285000","98641","28383983500","11168533662000","39050817"
"126700","ÇÏÀÌºñÁ¯½Ã½ºÅÛ","KOSDAQ","¿ì·®±â¾÷ºÎ","17000","100","0.59","16950","17150","16800","199863","3390617700","254015904000","14942112"
"106080","ÇÏÀÌ¼Ò´Ð","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","3110","0","0.00","0","0","0","0","0","67129875590","21585169"
"071090","ÇÏÀÌ½ºÆ¿","KOSPI",,"3640","20","0.55","3620","3675","3565","279311","1013317115","72797961600","19999440"
"340120","ÇÏÀÌÁ¦5È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2220","25","1.14","2210","2240","2180","61974","136654255","11144400000","5020000"
"377400","ÇÏÀÌÁ¦6È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2390","45","1.92","2365","2395","2325","79018","186055015","12923925000","5407500"
"221840","ÇÏÀÌÁîÇ×°ø","KOSDAQ","Áß°ß±â¾÷ºÎ","5780","60","1.05","5670","5810","5660","44088","253815520","102283845260","17696167"
"106190","ÇÏÀÌÅØÆÊ","KOSDAQ","Áß°ß±â¾÷ºÎ","16950","0","0.00","16950","17050","16550","24011","404680750","120154854900","7088782"
"019490","ÇÏÀÌÆ®·Ð","KOSPI",,"4710","-20","-0.42","4795","4900","4695","139027","666324180","34483530240","7321344"
"000080","ÇÏÀÌÆ®Áø·Î","KOSPI",,"33950","600","1.80","33550","34200","33450","270034","9182310150","2381036093450","70133611"
"000087","ÇÏÀÌÆ®Áø·Î2¿ìB","KOSPI",,"21350","200","0.95","21150","21400","21000","2714","57455700","24128446300","1130138"
"000140","ÇÏÀÌÆ®Áø·ÎÈ¦µù½º","KOSPI",,"14700","150","1.03","14550","14850","14400","15538","228123400","341139445500","23206765"
"000145","ÇÏÀÌÆ®Áø·ÎÈ¦µù½º¿ì","KOSPI",,"18150","50","0.28","18200","18200","18150","1664","30284750","8545201500","470810"
"066130","ÇÏÃ÷","KOSDAQ","¿ì·®±â¾÷ºÎ","11150","350","3.24","10800","11500","10700","571330","6421722950","142720000000","12800000"
"368770","ÇÑ±¹9È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2460","0","0.00","0","0","0","0","0","11832600000","4810000"
"152550","ÇÑ±¹ANKORÀ¯Àü","KOSPI",,"1560","-5","-0.32","1565","1570","1560","30085","47033035","109231200000","70020000"
"004590","ÇÑ±¹°¡±¸","KOSDAQ","Áß°ß±â¾÷ºÎ","6670","-50","-0.74","6680","6740","6580","83610","557577610","100050000000","15000000"
"036460","ÇÑ±¹°¡½º°ø»ç","KOSPI",,"36200","0","0.00","35800","36400","35800","171253","6198949800","3341730600000","92313000"
"039340","ÇÑ±¹°æÁ¦TV","KOSDAQ","¿ì·®±â¾÷ºÎ","7540","20","0.27","7500","7550","7440","43678","327996350","173420000000","23000000"
"005430","ÇÑ±¹°øÇ×","KOSPI",,"50500","300","0.60","50300","50600","49600","8047","403963000","159900927500","3166355"
"071050","ÇÑ±¹±ÝÀ¶ÁöÁÖ","KOSPI",,"94900","-400","-0.42","94200","95300","93800","143209","13556653400","5288396640800","55725992"
"071055","ÇÑ±¹±ÝÀ¶ÁöÁÖ¿ì","KOSPI",,"71200","-100","-0.14","71300","71600","70000","44223","3137416800","417107471200","5858251"
"034950","ÇÑ±¹±â¾÷Æò°¡","KOSDAQ","¿ì·®±â¾÷ºÎ","82800","300","0.36","83300","83300","82200","1720","142074100","375954559200","4540514"
"010040","ÇÑ±¹³»È­","KOSPI",,"4350","50","1.16","4270","4375","4270","49791","215693215","178641719700","41067062"
"025540","ÇÑ±¹´ÜÀÚ","KOSPI",,"82700","-100","-0.12","82800","84300","81700","35841","2959068100","861320500000","10415000"
"222980","ÇÑ±¹¸Æ³ÎÆ¼","KOSDAQ","º¥Ã³±â¾÷ºÎ","7690","40","0.52","7650","7710","7610","52615","403757090","81012573550","10534795"
"331660","ÇÑ±¹¹Ì¶óÅ¬ÇÇÇÃ»ç","KONEX","ÀÏ¹Ý±â¾÷ºÎ","18100","0","0.00","0","0","0","0","0","19910000000","1100000"
"318000","ÇÑ±¹¹ÙÀÌ¿ÀÁ¨","KOSDAQ","º¥Ã³±â¾÷ºÎ","8660","60","0.70","8640","8720","8520","56577","489353310","70811304500","8176825"
"256840","ÇÑ±¹ºñ¿£¾¾","KOSDAQ","º¥Ã³±â¾÷ºÎ","35850","3000","9.13","32150","36450","31300","9573137","330264419250","1847409150600","51531636"
"004090","ÇÑ±¹¼®À¯","KOSPI",,"13400","100","0.75","13400","13450","13100","23904","318807400","170101208000","12694120"
"025550","ÇÑ±¹¼±Àç","KOSDAQ","¿ì·®±â¾÷ºÎ","8940","300","3.47","8650","9500","8530","27955332","254525297470","219228950760","24522254"
"002200","ÇÑ±¹¼öÃâÆ÷Àå","KOSPI",,"27000","550","2.08","26450","27150","26200","24252","644697100","108000000000","4000000"
"002960","ÇÑ±¹½©¼®À¯","KOSPI",,"269000","-500","-0.19","270000","271000","267500","1220","328622500","349700000000","1300000"
"017890","ÇÑ±¹¾ËÄÝ","KOSDAQ","¿ì·®±â¾÷ºÎ","13250","0","0.00","13200","13350","13150","79237","1049682000","286276320000","21605760"
"000240","ÇÑ±¹¾ØÄÄÆÛ´Ï","KOSPI",,"17200","-50","-0.29","17150","17400","17050","112368","1929596200","1632886128000","94935240"
"080720","ÇÑ±¹À¯´Ï¿ÂÁ¦¾à","KOSDAQ","º¥Ã³±â¾÷ºÎ","12800","150","1.19","12650","13150","12600","54688","701488100","101167718400","7903728"
"123890","ÇÑ±¹ÀÚ»ê½ÅÅ¹","KOSPI",,"4545","45","1.00","4500","4595","4500","213655","971538685","563478882840","123977752"
"015760","ÇÑ±¹Àü·Â","KOSPI",,"24050","50","0.21","23950","24300","23850","1374393","33135228300","15439236051850","641964077"
"063570","ÇÑ±¹ÀüÀÚ±ÝÀ¶","KOSDAQ","¿ì·®±â¾÷ºÎ","6380","70","1.11","6330","6410","6280","88835","564571830","217862504640","34147728"
"041460","ÇÑ±¹ÀüÀÚÀÎÁõ","KOSDAQ","Áß°ß±â¾÷ºÎ","11500","50","0.44","11400","11650","11350","589607","6773528700","246781363500","21459249"
"006200","ÇÑ±¹ÀüÀÚÈ¦µù½º","KOSPI",,"1360","5","0.37","1355","1365","1335","227670","307656720","63652264960","46803136"
"101680","ÇÑ±¹Á¤¹Ð±â°è","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","1440","0","0.00","0","0","0","0","0","12101760000","8404000"
"039740","ÇÑ±¹Á¤º¸°øÇÐ","KOSDAQ","Áß°ß±â¾÷ºÎ","5910","-20","-0.34","5930","5930","5790","39427","231454760","47388726270","8018397"
"053300","ÇÑ±¹Á¤º¸ÀÎÁõ","KOSDAQ","Áß°ß±â¾÷ºÎ","7390","60","0.82","7300","7410","7300","126169","929541270","230309350000","31165000"
"025770","ÇÑ±¹Á¤º¸Åë½Å","KOSDAQ","¿ì·®±â¾÷ºÎ","9240","-20","-0.22","9310","9310","9150","28735","264761180","345985064040","37444271"
"310870","ÇÑ±¹Á¦8È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","3755","75","2.04","3680","4750","3495","6648100","27303905350","12842100000","3420000"
"009540","ÇÑ±¹Á¶¼±ÇØ¾ç","KOSPI",,"114000","-4500","-3.80","117500","118000","113000","705091","81244508500","8068135224000","70773116"
"023350","ÇÑ±¹Á¾ÇÕ±â¼ú","KOSPI",,"8780","100","1.15","8680","8830","8580","62706","547770470","96141000000","10950000"
"025890","ÇÑ±¹ÁÖ°­","KOSPI",,"2905","110","3.94","2800","3055","2800","415984","1214130200","32853397395","11309259"
"000970","ÇÑ±¹ÁÖÃ¶°ü","KOSPI",,"10300","100","0.98","10200","10350","10100","133709","1372167650","234845150000","22800500"
"104700","ÇÑ±¹Ã¶°­","KOSPI",,"10600","610","6.11","10450","10700","10200","568784","5957171500","488130000000","46050000"
"017960","ÇÑ±¹Ä«º»","KOSPI",,"11000","350","3.29","10700","11150","10600","432297","4738798000","483568327000","43960757"
"023760","ÇÑ±¹Ä³ÇÇÅ»","KOSDAQ","¿ì·®±â¾÷ºÎ","917","1","0.11","915","918","909","330699","302815539","289413981192","315609576"
"054040","ÇÑ±¹ÄÄÇ»ÅÍ","KOSDAQ","Áß°ß±â¾÷ºÎ","4555","35","0.77","4520","4590","4515","126088","573703970","73204725950","16071290"
"050540","ÇÑ±¹ÄÚÆÛ·¹ÀÌ¼Ç","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","282","0","0.00","0","0","0","0","0","14434337226","51185593"
"161890","ÇÑ±¹ÄÝ¸¶","KOSPI",,"48850","600","1.24","48250","49100","48150","93483","4565664500","1117745643000","22881180"
